year,id,importerLabel,exporterLabel,reportedByIX,CafFob,newimporterId,newimporterLabel,newexporterId,newexporterLabel,valueToSplit,pred_trade,totreat_flows,treated_flows
1891,1032->British Northern America,British Northern America,Turks and Caicos Is.,X,FromExporter,21,Newfoundland and Labrador (Newfoundland),1032,Turks and Caicos Is.,5835,1043.5577,423,82
1891,1032->British Northern America,British Northern America,Turks and Caicos Is.,X,FromExporter,20,Canada (Province of Canada),1032,Turks and Caicos Is.,5835,4791.4424,423,82
1891,1032->Southern America,Southern America,Turks and Caicos Is.,X,FromExporter,1163,Falkland Is.,1032,Turks and Caicos Is.,642,.7376107,423,82
1891,1032->Southern America,Southern America,Turks and Caicos Is.,X,FromExporter,150,Paraguay,1032,Turks and Caicos Is.,642,.82923508,423,82
1891,1032->Southern America,Southern America,Turks and Caicos Is.,X,FromExporter,115,Surinam (Dutch Guiana),1032,Turks and Caicos Is.,642,2.150836,423,82
1891,1032->Southern America,Southern America,Turks and Caicos Is.,X,FromExporter,120,French Guiana,1032,Turks and Caicos Is.,642,2.1770113,423,82
1891,1032->Southern America,Southern America,Turks and Caicos Is.,X,FromExporter,145,Bolivia,1032,Turks and Caicos Is.,642,4.9286957,423,82
1891,1032->Southern America,Southern America,Turks and Caicos Is.,X,FromExporter,101,Venezuela,1032,Turks and Caicos Is.,642,18.28771,423,82
1891,1032->Southern America,Southern America,Turks and Caicos Is.,X,FromExporter,130,Ecuador,1032,Turks and Caicos Is.,642,33.139893,423,82
1891,1032->Southern America,Southern America,Turks and Caicos Is.,X,FromExporter,135,Peru,1032,Turks and Caicos Is.,642,44.76408,423,82
1891,1032->Southern America,Southern America,Turks and Caicos Is.,X,FromExporter,100,Colombia (New Granada) (Gran Colombia),1032,Turks and Caicos Is.,642,52.615906,423,82
1891,1032->Southern America,Southern America,Turks and Caicos Is.,X,FromExporter,165,Uruguay,1032,Turks and Caicos Is.,642,78.569641,423,82
1891,1032->Southern America,Southern America,Turks and Caicos Is.,X,FromExporter,140,Brazil,1032,Turks and Caicos Is.,642,114.92204,423,82
1891,1032->Southern America,Southern America,Turks and Caicos Is.,X,FromExporter,155,Chile,1032,Turks and Caicos Is.,642,134.69701,423,82
1891,1032->Southern America,Southern America,Turks and Caicos Is.,X,FromExporter,160,Argentina (La Plata),1032,Turks and Caicos Is.,642,154.18036,423,82
1891,1063->British Northern America,British Northern America,Leeward Is.,X,FromExporter,21,Newfoundland and Labrador (Newfoundland),1063,Leeward Is.,21911,3918.6624,423,82
1891,1063->British Northern America,British Northern America,Leeward Is.,X,FromExporter,20,Canada (Province of Canada),1063,Leeward Is.,21911,17992.338,423,82
1891,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,1063,Leeward Is.,110,Guyana (British Guiana),11446,13.165184,423,82
1891,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,1055,Windward Is.,110,Guyana (British Guiana),11446,80.527084,423,82
1891,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,52,Trinidad and Tobago,110,Guyana (British Guiana),11446,600.72919,423,82
1891,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,53,Barbados,110,Guyana (British Guiana),11446,1941.5709,423,82
1891,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,51,Jamaica,110,Guyana (British Guiana),11446,2313.999,423,82
1891,110->British West Indies,British West Indies,Guyana (British Guiana),X,FromExporter,31,Bahamas,110,Guyana (British Guiana),11446,6496.0088,423,82
1891,110->French West Indies,French West Indies,Guyana (British Guiana),X,FromExporter,65,Guadeloupe,110,Guyana (British Guiana),27476,12188.693,423,82
1891,110->French West Indies,French West Indies,Guyana (British Guiana),X,FromExporter,66,Martinique,110,Guyana (British Guiana),27476,15287.308,423,82
1891,165->India & Japan & People's Republic of China (China),India & Japan & People's Republic of China (China),Uruguay,X,FromExporter,740,Japan,165,Uruguay,408.37494,86.886887,423,82
1891,165->India & Japan & People's Republic of China (China),India & Japan & People's Republic of China (China),Uruguay,X,FromExporter,750,India,165,Uruguay,408.37494,124.67558,423,82
1891,165->India & Japan & People's Republic of China (China),India & Japan & People's Republic of China (China),Uruguay,X,FromExporter,710,People's Republic of China (China),165,Uruguay,408.37494,196.81245,423,82
1891,2->British Colonies (other),British Colonies (other),United States of America,X,FromExporter,1163,Falkland Is.,2,United States of America,71194.117,8108.3442,423,82
1891,2->British Colonies (other),British Colonies (other),United States of America,X,FromExporter,338,Malta,2,United States of America,71194.117,63085.77,423,82
1891,2->British West Indies,British West Indies,United States of America,X,FromExporter,1063,Leeward Is.,2,United States of America,1961303.9,1976.3038,423,82
1891,2->British West Indies,British West Indies,United States of America,X,FromExporter,1055,Windward Is.,2,United States of America,1961303.9,12088.397,423,82
1891,2->British West Indies,British West Indies,United States of America,X,FromExporter,52,Trinidad and Tobago,2,United States of America,1961303.9,90179.023,423,82
1891,2->British West Indies,British West Indies,United States of America,X,FromExporter,30,Bermuda,2,United States of America,1961303.9,243076.95,423,82
1891,2->British West Indies,British West Indies,United States of America,X,FromExporter,53,Barbados,2,United States of America,1961303.9,291460.72,423,82
1891,2->British West Indies,British West Indies,United States of America,X,FromExporter,51,Jamaica,2,United States of America,1961303.9,347368.09,423,82
1891,2->British West Indies,British West Indies,United States of America,X,FromExporter,31,Bahamas,2,United States of America,1961303.9,975154.44,423,82
1891,2->Faeroe Is. & Greenland & Iceland,Faeroe Is. & Greenland & Iceland,United States of America,X,FromExporter,11,Faeroe Is.,2,United States of America,184.91124,7.4924951,423,82
1891,2->Faeroe Is. & Greenland & Iceland,Faeroe Is. & Greenland & Iceland,United States of America,X,FromExporter,10,Greenland,2,United States of America,184.91124,50.722847,423,82
1891,2->Faeroe Is. & Greenland & Iceland,Faeroe Is. & Greenland & Iceland,United States of America,X,FromExporter,395,Iceland,2,United States of America,184.91124,126.6959,423,82
1891,2->French West Indies,French West Indies,United States of America,X,FromExporter,65,Guadeloupe,2,United States of America,381116.03,169067.78,423,82
1891,2->French West Indies,French West Indies,United States of America,X,FromExporter,66,Martinique,2,United States of America,381116.03,212048.25,423,82
1891,2->Norway & Sweden,Norway & Sweden,United States of America,X,FromExporter,380,Sweden,2,United States of America,1014869.3,503277.59,423,82
1891,2->Norway & Sweden,Norway & Sweden,United States of America,X,FromExporter,385,Norway,2,United States of America,1014869.3,511591.72,423,82
1891,2->Portuguese Africa,Portuguese Africa,United States of America,X,FromExporter,404,Guinea-Bissau (Portuguese Guinea),2,United States of America,4622.9863,70.087929,423,82
