id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
200<-Russia (North Ports),1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Russia (North Ports),Russia (North Ports),RIC,,,,9929104,200,,,,,,ignore_resolved,
200<-Russia (South Ports),1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Russia (South Ports),Russia (South Ports),RIC,,,,3518480,200,,,,,,ignore_resolved,
200<-380,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,1912260,200,,,,,,ok,
200<-385,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,385,Norway,GPH-AUTONOMOUS-CITED,,,,842053,200,,,,,,ok,
200<-Denmark & Faeroe Is. & Iceland,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Denmark & Faeroe Is. & Iceland,Denmark & Faeroe Is. & Iceland,RIC,,,,2715520,200,,2715520,200,11|390|395,,split_failed_no_ratio,
200<-St. Croix & St. John & St. Thomas,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,St. Croix & St. John & St. Thomas,St. Croix & St. John & St. Thomas,RIC,,,,55577,200,,,,,,ignore_resolved,
200<-239,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,239,Prussia,GPH-AUTONOMOUS-CITED,,,,6732078,200,,,,,,ok,
200<-280,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,280,Mecklenburg Schwerin,GPH-AUTONOMOUS-CITED,,,,437780,200,,,,,,ok,
200<-240,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,240,Hanover,GPH-AUTONOMOUS-CITED,,,,405827,200,,,,,,ok,
200<-Kniphausen & Oldenburg,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Kniphausen & Oldenburg,Kniphausen & Oldenburg,RIC,,,,65894,200,,,,,,ignore_resolved,
200<-Hanse Towns,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Hanse Towns,Hanse Towns,RIC,,,,5822188,200,,5822188,200,246|248|276,,split_failed_no_ratio,
200<-210,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,7203785,200,,,,,,ok,
200<-Curacao & Dutch Windward Is. & Sint Eustatius,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Curacao & Dutch Windward Is. & Sint Eustatius,Curacao & Dutch Windward Is. & Sint Eustatius,RIC,,,,9091,200,,,,,,ignore_resolved,
200<-115,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,115,Surinam (Dutch Guiana),GPH-AUTONOMOUS-CITED,,,,95292,200,,,,,,ok,
200<-Sumatra,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Sumatra,Sumatra,RIC,,,,8634,200,,,,,,ignore_resolved,
200<-Java,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Java,Java,RIC,,,,143050,200,,,,,,ignore_resolved,
200<-211,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,3392046,200,,,,,,ok,
200<-220,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,11965407,200,,,,,,ok,
200<-615,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,615,Algeria (Regency of Algiers),GPH-AUTONOMOUS-CITED,1,,,17236,200,,,,,,ok,
200<-Guadeloupe & Martinique,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Guadeloupe & Martinique,Guadeloupe & Martinique,RIC,,,,8,200,,,,,,split_failed_error,
200<-433,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,433,Senegal,GPH-AUTONOMOUS-CITED,,,,7,200,,,,,,ok,
200<-751,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,751,French India,GPH-AUTONOMOUS-CITED,,,,129126,200,,,,,,ok,
200<-235,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,235,Portugal,GPH-AUTONOMOUS-CITED,,1,,2148723,200,,,,,,ok,
200<-400,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,400,Azores (Western Isles),GPH,,,,234153,200,,,,,,ignore_resolved,
200<-401,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,401,Madeira Isles,GPH,,,,55334,200,,,,,,ignore_resolved,
200<-402,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,402,Cape Verde,GPH-AUTONOMOUS-CITED,,,,10934,200,,,,,,ok,
200<-Balearic Islands & Spain,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Balearic Islands & Spain,Balearic Islands & Spain,RIC,,,,3684787,200,,,,,,ignore_resolved,
200<-410,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,410,Canary Is.,GPH,,,,131723,200,,,,,,ignore_resolved,
200<-Spanish West Indies,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Spanish West Indies,Spanish West Indies,RIC,,,,3471333,200,,,,,,split_failed_error,
200<-840,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,840,Philippines,GPH-AUTONOMOUS-CITED,1,,,881648,200,,,,,,ok,
200<-413,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,413,Fernando Po (Bioko),GPH,,,,23182,200,,,,,,ignore_resolved,
200<-Sardinia,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Sardinia,Sardinia,RIC,,,,206786,200,,,,,,ignore_resolved,
200<-337,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,337,Tuscany,GPH-AUTONOMOUS-CITED,,1,,534494,200,,,,,,ok,
200<-327,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,327,Papal States,GPH-AUTONOMOUS-CITED,,,,60805,200,,,,,,ok,
200<-329,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,329,Two Sicilies,GPH-AUTONOMOUS-CITED,,,,1597660,200,,,,,,ok,
200<-300,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,,,,648813,200,,,,,,ok,
200<-350,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,350,Greece,GPH-AUTONOMOUS-CITED,1,,,570915,200,,,,,,ok,
200<-Turkey (Ottoman Empire) (other),1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Turkey (Ottoman Empire) (other),Turkey (Ottoman Empire) (other),RIC,,,,2347232,200,,,,,,ignore_resolved,
200<-Moldavia & Wallachia,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Moldavia & Wallachia,Moldavia & Wallachia,RIC,,,,569858,200,,569858,200,3361|3362,,split_failed_no_ratio,
200<-Palestine & Syria,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Palestine & Syria,Palestine & Syria,RIC,,,,130526,200,,,,,,ignore_resolved,
200<-Egypt Arab Republic (Egypt) (other),1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Egypt Arab Republic (Egypt) (other),Egypt Arab Republic (Egypt) (other),RIC,,,,7853876,200,,,,,,ignore_resolved,
200<-6203,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,6203,Tripolitania (Regency of Tripoli),GPH,,,,2903,200,,,,,,ignore_resolved,
200<-616,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,616,Tunisia (Regency of Tunis),GPH-AUTONOMOUS-CITED,,,,3473,200,,,,,,ok,
200<-600,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,600,Morocco,GPH-AUTONOMOUS-CITED,,,,344301,200,,,,,,ok,
200<-2,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,33647227,200,,,,,,ok,
200<-70,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,70,Mexico,GPH-AUTONOMOUS-CITED,1,,,342383,200,,,,,,ok,
200<-Central America,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Central America,Central America,RIC,,,,320010,200,,320010,200,90|91|92|93|94|160|1081|1103,,split_failed_no_ratio,
200<-41,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,41,Haiti,GPH-AUTONOMOUS-CITED,,,,121835,200,,,,,,ok,
200<-100,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,100,Colombia (New Granada) (Gran Colombia),GPH-AUTONOMOUS-CITED,1,,,478765,200,,,,,,ok,
200<-101,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,101,Venezuela,GPH-AUTONOMOUS-CITED,,,,29505,200,,,,,,ok,
200<-140,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,140,Brazil,GPH-AUTONOMOUS-CITED,,1,,3502324,200,,,,,,ok,
200<-Montevideo,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Montevideo,Montevideo,RIC,,,,742769,200,,,,,,ignore_resolved,
200<-1161,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1161,Buenos Aires,GPH-AUTONOMOUS-CITED,,,,1573558,200,,,,,,ok,
200<-150,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,150,Paraguay,GPH-AUTONOMOUS-CITED,,,,4902,200,,,,,,ok,
200<-Patagonia,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Patagonia,Patagonia,RIC,,,,5943,200,,,,,,ignore_resolved,
200<-155,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,155,Chile,GPH-AUTONOMOUS-CITED,1,,,1932682,200,,,,,,ok,
200<-145,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,145,Bolivia,GPH-AUTONOMOUS-CITED,,,,32418,200,,,,,,ok,
200<-135,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,135,Peru,GPH-AUTONOMOUS-CITED,,,,4412599,200,,,,,,ok,
200<-130,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,130,Ecuador,GPH-AUTONOMOUS-CITED,,,,62037,200,,,,,,ok,
200<-Hong Kong & People's Republic of China (China),1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Hong Kong & People's Republic of China (China),Hong Kong & People's Republic of China (China),RIC,,,,11448639,200,,,,,,split_failed_error,
200<-800,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,800,Thailand (Siam),GPH-AUTONOMOUS-CITED,,,,64251,200,,,,,,ok,
200<-Borneo,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Borneo,Borneo,RIC,,,,7825,200,,2525.740232523327,200,824|835|850|8231|8401,,split_only_partial,
200<-Western Africa (other),1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Western Africa (other),Western Africa (other),RIC,,,,1822162,200,,1822162,200,432|437|450|4042|4044|4338|4341|4344|4345|restOfTheWorld|4347|4348|4361|4372|4373|4381|4383|4391|4521|4535|4781|4792|4793,,split_failed_no_ratio,
200<-580,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,580,Madagascar (Malagasy Republic),GPH-AUTONOMOUS-CITED,,,,10005,200,,,,,,ok,
200<-Pacific Islands,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Pacific Islands,Pacific Islands,RIC,,,,10445,200,,23.51668289802672,200,restOfTheWorld|930|955|960|970|9004|9007|9253|9462|9601|9602|9603|9610|9620|9810|9820|9900,,split_only_partial,
200<-552,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,552,Zimbabwe (Rhodesia) (Southern Rhodesia),GPH,,,,26244,200,,,,,,split_failed_error,
200<-Davis Strait & Greenland,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Davis Strait & Greenland,Davis Strait & Greenland,RIC,,,,148815,200,,,,,,ignore_resolved,
200<-2003,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,2003,Channel Is.,GPH-AUTONOMOUS-CITED,,,,377738,200,,,,,,ok,
200<-231,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,231,Gibraltar,GPH-AUTONOMOUS-CITED,,,,48139,200,,,,,,ok,
200<-Gozo & Malta,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Gozo & Malta,Gozo & Malta,RIC,,,,161312,200,,,,,,ignore_resolved,
200<-3349,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,3349,Ionian Is.,GPH-AUTONOMOUS-CITED,1,,,208571,200,,,,,,ok,
200<-20,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,20,Canada (Province of Canada),GPH-AUTONOMOUS-CITED,1,,,3397827,200,,,,,,ok,
200<-1023,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1023,New Brunswick,GPH-AUTONOMOUS-CITED,,,,1639249,200,,,,,,ok,
200<-1024,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1024,Prince Edward Is.,GPH-AUTONOMOUS-CITED,,,,56469,200,,,,,,ok,
200<-Cape Breton I. & Nova Scotia,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,Cape Breton I. & Nova Scotia,Cape Breton I. & Nova Scotia,RIC,,,,179019,200,,,,,,ignore_resolved,
200<-21,1857,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,21,Newfoundland and Labrador (Newfoundland),GPH-AUTONOMOUS-CITED,,,,818538,200,,,,,,ok,
