id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
380<-385,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,385,Norway,GPH-AUTONOMOUS-CITED,,,,323444.70851391024,380,,,,,,ok,
380<-375,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,375,Finland,GPH,1,,,154955.96253320284,380,,,,,,ignore_resolved,
380<-365,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,365,Russia (USSR),GPH-AUTONOMOUS-CITED,1,,,247169.01999161192,380,,,,,,ok,
380<-390,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,390,Denmark,GPH-AUTONOMOUS-CITED,,,,458604.78121068084,380,,,,,,ok,
380<-239,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,239,Prussia,GPH-AUTONOMOUS-CITED,,,,272501.0485111142,380,,,,,,ok,
380<-Hanse Towns & Mecklenburg Schwerin & Oldenburg,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,Hanse Towns & Mecklenburg Schwerin & Oldenburg,Hanse Towns & Mecklenburg Schwerin & Oldenburg,RIC,,,,1919362.5052425556,380,,1919362.5052425556,380,257|280|246|248|276,,split_failed_no_ratio,
380<-210,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,194156.2980567594,380,,,,,,ok,
380<-211,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,84663.77743604082,380,,,,,,ok,
380<-200,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,1108010.624912624,380,,,,,,ok,
380<-220,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,220,France,GPH-AUTONOMOUS-CITED,1,,,103173.49363903257,380,,,,,,ok,
380<-235,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,235,Portugal,GPH-AUTONOMOUS-CITED,,1,,25276.107926744022,380,,,,,,ok,
380<-230,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,230,Spain,GPH-AUTONOMOUS-CITED,1,,,32154.34083601286,380,,,,,,ok,
380<-325,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,325,Italy,GPH-AUTONOMOUS-CITED,1,,,30588.56423878093,380,,,,,,ok,
380<-300,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,,1,,3243.394379980428,380,,,,,,ok,
380<-2,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,9059.136026841885,380,,,,,,ok,
380<-West Indies,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,West Indies,West Indies,RIC,,,,169718.99902138964,380,,169718.99902138964,380,5|6|30|31|40|41|42|51|54|65|66|68|91|1044|1048|1053|restOfTheWorld|1055|1063|1064|1081,,split_failed_no_ratio,
380<-140,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,140,Brazil,GPH-AUTONOMOUS-CITED,,1,,352523.41674821754,380,,,,,,ok,
380<-Asia (other) & East Indies,1862,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,Asia (other) & East Indies,Asia (other) & East Indies,RIC,,,,20690.619320564798,380,,20690.619320564798,380,630|670|672|674|678|690|692|694|696|698|700|710|720|721|730|740|741|750|751|752|761|775|780|781|790|800|811|815|827|824|835|840|850|860|6306|6800|6802|6821|6822|6823|restOfTheWorld|6825|6826|6828|6832|6833|6844|6845|6846|6982|7003|7010|7020|7030|7106|7121|7122|7124|7125|7127|7136|7137|7351|7411|7501|7502|7505|7507|7511|7512|7513|7514|7515|7516|7517|7519|7521|7522|7523|7526|7527|7528|7529|7531|7532|7533|7534|7535|7537|7538|7539|7541|7542|7543|7544|7545|7546|7549|7552|7553|7570|7573|7574|7577|7579|7582|7587|7588|7694|7701|7702|7703|7704|7706|7707|7750|7751|7752|7755|7756|7757|7758|7760|7762|7766|7767|7768|7769|7770|7771|7772|7773|7774|7775|7776|7777|7778|7779|7780|7782|7783|7784|7785|7786|7787|7788|7789|7790|7791|7792|7793|7794|7795|7796|7797|8002|8124|8151|8171|8201|8202|8203|8210|8221|8223|8224|8231|8401|8501|8510|8522|8523|8531|8533|8536|8541|8550|8551|8560|8571|8572|8574,,split_failed_no_ratio,
380->385,1862,385,Norway,GPH-AUTONOMOUS-CITED,,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,125989.09548441213,380,,,,,,ok,
380->375,1862,375,Finland,GPH,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,121179.92450719977,380,,,,,,ignore_resolved,
380->365,1862,365,Russia (USSR),GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,9450.580176149868,380,,,,,,ok,
380->390,1862,390,Denmark,GPH-AUTONOMOUS-CITED,,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,432769.467356354,380,,,,,,ok,
380->239,1862,239,Prussia,GPH-AUTONOMOUS-CITED,,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,76499.37089333146,380,,,,,,ok,
380->Hanse Towns & Mecklenburg Schwerin & Oldenburg,1862,Hanse Towns & Mecklenburg Schwerin & Oldenburg,Hanse Towns & Mecklenburg Schwerin & Oldenburg,RIC,,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,390773.1021948833,380,,390773.1021948833,380,257|280|246|248|276,,split_failed_no_ratio,
