id,year,importerId,importerLabel,importerType,importerReporting,importerReportingByAggregateInto,importerReportingBySplit,exporterId,exporterLabel,exporterType,exporterReporting,exporterReportingByAggregateInto,exporterReportingBySplit,value,reportedBy,partial,valueToSplit,newReporter,newPartners,originalReportedTradeFlowId,status,notes
395<-390,1911,395,Iceland,GPH-AUTONOMOUS-CITED,1,,,390,Denmark,GPH-AUTONOMOUS-CITED,1,,,338270.92511013214,395,,,,,,ok,
395<-200,1911,395,Iceland,GPH-AUTONOMOUS-CITED,1,,,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,262059.47136563878,395,,,,,,ok,
395<-385,1911,395,Iceland,GPH-AUTONOMOUS-CITED,1,,,385,Norway,GPH-AUTONOMOUS-CITED,1,,,47136.563876651984,395,,,,,,ok,
395<-380,1911,395,Iceland,GPH-AUTONOMOUS-CITED,1,,,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,18502.202643171808,395,,,,,,ok,
395<-255,1911,395,Iceland,GPH-AUTONOMOUS-CITED,1,,,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1,,,71585.90308370044,395,,,,,,ok,
395->390,1911,390,Denmark,GPH-AUTONOMOUS-CITED,1,,,395,Iceland,GPH-AUTONOMOUS-CITED,1,,,289592.5110132159,395,,,,,,ok,
395->200,1911,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,395,Iceland,GPH-AUTONOMOUS-CITED,1,,,144052.86343612336,395,,,,,,ok,
395->385,1911,385,Norway,GPH-AUTONOMOUS-CITED,1,,,395,Iceland,GPH-AUTONOMOUS-CITED,1,,,58149.779735682816,395,,,,,,ok,
395->380,1911,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,395,Iceland,GPH-AUTONOMOUS-CITED,1,,,38656.387665198235,395,,,,,,ok,
395->255,1911,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1,,,395,Iceland,GPH-AUTONOMOUS-CITED,1,,,275.3303964757709,395,,,,,,ok,
395->230,1911,230,Spain,GPH-AUTONOMOUS-CITED,1,,,395,Iceland,GPH-AUTONOMOUS-CITED,1,,,194603.5242290749,395,,,,,,ok,
395->325,1911,325,Italy,GPH-AUTONOMOUS-CITED,1,,,395,Iceland,GPH-AUTONOMOUS-CITED,1,,,85297.35682819384,395,,,,,,ok,
740->710,1911,710,People's Republic of China (China),GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,8979549.090990206,740,,,,,,ok,
740->7104,1911,7104,Kwangtung Territory,GPH-AUTONOMOUS-CITED,,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,2349296.3086266876,740,,,,,,ok,
740->720,1911,720,Hong Kong,GPH-AUTONOMOUS-CITED,,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,2497894.429889702,740,,,,,,ok,
740->750,1911,750,India,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,2069491.0122343523,740,,,,,,ok,
740->827,1911,827,Straits Settlements,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,723812.7712289075,740,,,,,,ok,
740->850,1911,850,Indonesia (Dutch East Indies),GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,379351.47218129144,740,,,,,,ok,
740->810,1911,810,French Indochina,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,47861.67085260044,740,,,,,,ok,
740->Asian Russia,1911,Asian Russia,Asian Russia,RIC,,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,312777.78788086254,740,,,,,,ignore_resolved,
740->840,1911,840,Philippines,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,610760.1107880445,740,,,,,,ok,
740->800,1911,800,Thailand (Siam),GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,50590.49129198637,740,,,,,,ok,
740->200,1911,200,United Kingdom,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,2426801.878429915,740,,,,,,ok,
740->220,1911,220,France,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,4438740.438800767,740,,,,,,ok,
740->255,1911,255,Germany (Zollverein),GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,1189944.7875486908,740,,,,,,ok,
740->211,1911,211,Belgium,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,323711.91437995265,740,,,,,,ok,
740->325,1911,325,Italy,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,1822846.3491556044,740,,,,,,ok,
740->225,1911,225,Switzerland,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,60687.40194907742,740,,,,,,ok,
740->300,1911,300,Austria-Hungary (Austrian Empire),GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,89851.42210281176,740,,,,,,ok,
740->210,1911,210,Netherlands,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,43510.1653708681,740,,,,,,ok,
740->380,1911,380,Sweden,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,1596.8117215205443,740,,,,,,ok,
740->385,1911,385,Norway,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,510.4378372377805,740,,,,,,ok,
740->European Russia,1911,European Russia,European Russia,RIC,,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,264401.91024271504,740,,,,,,ignore_resolved,
740->230,1911,230,Spain,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,30153.216289718388,740,,,,,,ok,
740->390,1911,390,Denmark,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,16312.313872963667,740,,,,,,ok,
740->640,1911,640,Turkey (Ottoman Empire),GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,14455.852171974133,740,,,,,,ok,
740->235,1911,235,Portugal,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,813.1760635939337,740,,,,,,ok,
740->2,1911,2,United States of America,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,14538528.84072116,740,,,,,,ok,
740->British America,1911,British America,British America,RIC,,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,408069.7377998527,740,,408069.7377998527,740,20|21|30|31|51|52|53|80|110|1055|1063|1163,,split_failed_no_ratio,
740->70,1911,70,Mexico,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,42482.566707516526,740,,,,,,ok,
740->135,1911,135,Peru,GPH-AUTONOMOUS-CITED,1,,,740,Japan,GPH-AUTONOMOUS-CITED,1,,,22431.45611174793,740,,,,,,ok,
